ID,Parity,DIM,milk1,milk2,milk3
1,1,109,14.4,10.7,9.4
1,1,110,14.6,8.2,12.3
1,1,111,16.4,10.6,9.7
1,1,112,15.6,10.4,8.2
1,1,113,9.6,11.4,11
1,1,114,15.9,11,10.1
1,1,115,16.2,11.4,9.5
1,1,116,14,11.4,9.9
1,1,117,16.1,10.8,9.8
1,1,118,16.1,12.2,9.7
1,1,119,15.6,11.3,10.9
1,1,120,16.4,11.9,10.6
1,1,121,16.4,13.4,10.7
1,1,122,16.5,8.8,10.4
1,1,123,17.4,10.5,10.2
1,1,124,12.2,15.3,11.9
1,1,125,17.5,11.3,11.1
1,1,126,16.7,11.1,12
1,1,127,15.3,11.2,12.6
1,1,128,17.9,12.5,11.4
1,1,129,16.5,13.2,11
1,1,130,16.6,12.8,9.1
1,1,131,17.9,11,12.1
1,1,132,13.8,12.1,13.1
1,1,133,16.3,12.7,12.2
1,1,134,15.9,11.6,11.5
1,1,135,17,13.1,11.5
1,1,136,16.2,12,11.8
1,1,137,16.5,10.6,12.4
1,1,138,15.5,12.6,9.8
1,1,139,15.9,10,10.6
1,1,140,16.2,12.4,11.3
1,1,141,16.5,12.3,11
1,1,142,17.9,11.7,11.7
1,1,143,14,10.3,11.6
1,1,144,15.2,11.9,7.8
1,1,145,17.9,10,13.6
1,1,146,19.1,9.6,13.8
1,1,147,16.6,10.3,12.1
1,1,148,17.4,6.4,14.2
1,1,149,15.2,11.7,10.7
1,1,150,16.9,9.4,13.6
1,1,151,16.3,11.5,12.8
1,1,152,16,9.8,13
1,1,153,15.3,13.3,10.5
1,1,154,15.7,12.2,11.4
1,1,155,19.2,11.6,10.3
1,1,156,18.9,10.5,11.6
1,1,157,17.6,11.1,12.8
1,1,158,16.5,12,13.1
1,1,159,17,11.9,9.9
1,1,160,16.4,12.4,9.6
1,1,161,17.8,12.3,10.9
1,1,162,17.9,12.2,12.7
1,1,163,14.5,13,11.4
1,1,164,17.4,11.8,12
1,1,165,17.3,13,9.8
1,1,166,15.7,8.3,13.8
1,1,167,16.9,10.3,10.3
1,1,168,12.9,11.6,12.4
1,1,169,13.1,11.8,9.8
1,1,170,16.9,10.1,11.3
1,1,171,15.7,11.2,10.4
1,1,172,17,9.3,11.3
1,1,173,15.7,11.3,11.3
1,1,174,20.1,6.7,12.1
1,1,175,16.6,8.6,12
1,1,176,13.6,9.9,15.4
1,1,177,15.4,5.9,13.2
1,1,178,14.3,9.9,11.8
1,1,179,14.6,7.1,11.5
1,1,180,15.8,10,11.2
1,1,181,15.5,11.2,11
1,1,182,15.2,7.7,14.3
1,1,183,15.3,8.8,12
1,1,184,17.1,8.5,11.1
1,1,185,16.5,6.8,13
1,1,186,13.8,8.6,11.7
1,1,187,17.9,5.5,14.3
1,1,188,12.7,10,10.8
1,1,189,14.7,11.8,12.4
1,1,190,12.7,12.7,5.4
1,1,191,17.2,5.3,14
1,1,192,13,10.5,11
1,1,193,14.8,11.1,11
1,1,194,14.5,9.6,9.9
1,1,195,14.2,8.3,10.2
1,1,196,15,8.9,10.7
1,1,197,14,9.6,11.6
1,1,198,13.4,10.5,10.1
1,1,199,14.6,9.6,11.1
1,1,200,15.5,8.7,13.3
1,1,201,12.7,11.3,11.2
1,1,202,14.8,8.5,10.6
1,1,203,14.4,5.7,14.3
1,1,204,13.9,9.5,9.7
1,1,205,14.6,10.6,11.9
1,1,206,13.1,10,8.9
1,1,207,15,9.2,10.1
1,1,208,15,9.1,10.7
1,1,209,15.2,8.4,10.5
1,1,210,15,7,11.4
1,1,211,14,8,9.5
1,1,212,14.6,8.5,11.1
1,1,213,11.4,10.1,9.1
1,1,214,15.4,9.1,10.3
1,1,215,15.3,11,7.3
1,1,216,15.2,9.8,8.6
1,1,217,13.9,6.9,10
1,1,218,14.5,7.7,10.6
1,1,219,13,7,9.4
1,1,220,14.2,7.6,9.5
1,1,221,13.2,7.9,9.7
1,1,222,13.3,7.8,9.8
1,1,223,13.1,7.8,7.7
1,1,224,13.9,5.9,10.8
1,1,225,12.8,5.9,9.2
1,1,226,12.5,6.6,10.1
1,1,227,10.9,8.6,6.4
1,1,228,13.9,4.9,9.1
1,1,229,12.1,8.4,7.6
1,1,230,12.9,6.7,10.7
1,1,231,11.4,7,9.5
1,1,232,12.6,7.4,8.4
1,1,233,12.3,6.4,8
1,1,234,12.4,7,8.8
1,1,235,12,9.4,6.1
1,1,236,12.4,8.3,7.3
1,1,237,13.7,7,10
1,1,238,12.6,6.9,8.3
1,1,239,13.3,8.5,8.8
1,1,240,12.7,7.6,10.5
1,1,241,13.4,8.1,8.3
1,1,242,11.8,8.3,8.7
1,1,243,12.8,7.8,6.3
1,1,244,7.7,6.8,8.2
1,1,245,10.9,6.2,6.7
1,1,246,9.1,3.8,10.4
1,1,247,9.8,8.1,8.3
1,1,248,11.5,3.1,8
1,1,249,9.4,5.4,8.8
1,1,250,12,5.9,7.3
1,1,251,12.4,8.2,8.2
1,1,252,12.6,8.3,8.3
1,1,253,11.6,6.7,8.7
1,1,254,10.2,6.6,8.2
1,1,255,11,5.7,10.3
1,1,256,12.6,6.8,9.8
1,1,257,10.7,4.5,11.1
1,1,258,10.4,6.7,8.6
1,1,259,11.9,3.5,10.2
1,1,260,9.4,6.9,6.5
1,1,261,10.1,6.5,6.9
1,1,262,11.3,7.6,6.1
1,1,263,12.5,8.6,7.9
1,1,264,10.9,8.8,7.3
1,1,265,11.8,7.4,7.5
1,1,266,10.5,8.9,4.5
1,1,267,9.9,6.4,8.8
1,1,268,11.5,6.1,7.2
1,1,269,9.4,7.1,7.4
1,1,270,7,6.1,5.9
1,1,271,10.4,3.5,1.4
1,1,272,9.4,3.8,9.1
1,1,273,8,6.7,3.6
1,1,274,9.4,4.2,5.3
1,1,275,9.6,5.3,6.4
1,1,276,9.2,5.7,6
1,1,277,8.9,5.1,8
1,1,278,9,5.2,8.3
1,1,279,8.5,3.6,8.7
1,1,280,9.7,2,7
1,1,281,9.2,2.8,7
1,1,282,9.2,6.1,5.5
1,1,283,8.9,5.7,8.3
1,1,284,8.6,5.7,4.8
1,1,285,9.1,6.3,5.5
1,1,286,8.2,5.2,7.9
1,1,287,9,3.9,8.6
1,1,288,8.2,6.3,7.7
1,1,289,8.7,4.2,7.9
1,1,290,8.9,4.8,7.8
1,1,291,9,6.5,4.9
1,1,292,9.8,3.4,8
1,1,293,8.3,5.3,7
1,1,294,9.4,5.1,8
1,1,295,7.6,5.6,5.7
1,1,296,8,7.2,6
1,1,297,9.7,4.7,6.9
1,1,298,8.9,6.2,5.7
1,1,299,9.2,5,7.4
1,1,300,8.3,4.9,5.8
1,1,301,8.6,6.1,6.5
1,1,302,8.5,5.6,5.5
1,1,303,9.1,5.5,7.6
1,1,304,8.1,6,6.2
1,1,305,9.5,5.4,6.4
2,1,3,,,7.9
2,1,4,11.7,10.3,10.8
2,1,5,15.7,12.4,12.4
2,1,6,14.4,13.9,12.5
2,1,7,14.4,11.6,13.1
2,1,8,17.2,13.1,13
2,1,9,15.3,14,13
2,1,10,16.5,14.4,13.1
2,1,11,16.8,13.4,16
2,1,12,18.3,14.8,13.3
2,1,13,17.7,14,16
2,1,14,17,14.1,16.3
2,1,15,18.3,15.8,14.9
2,1,16,20.6,14.3,17.6
2,1,17,19.9,15,14.6
2,1,18,19.8,16.8,17.7
2,1,19,20.1,16.5,17.8
2,1,20,20.1,12.6,19.8
2,1,21,19.5,16.2,17.4
2,1,22,20.7,15.4,14.7
2,1,23,22.9,15.3,0.6
2,1,24,21.5,15.8,15
2,1,25,22.3,15.9,16
2,1,26,21.6,14.9,18.1
2,1,27,21.6,18.6,14.8
2,1,28,22.4,17.7,16.1
2,1,29,22.4,16.2,15.7
2,1,30,20.7,12.9,19.2
2,1,31,20.1,16,17.3
2,1,32,20.3,17.7,18.6
2,1,33,21.3,16.8,16.7
2,1,34,20.4,16.5,17.7
2,1,35,20.8,18,18
2,1,36,22.3,17.9,18
2,1,37,23.2,17.3,16.9
2,1,38,21.2,17.7,19.1
2,1,39,21.1,18,17.4
2,1,40,21.3,20.9,19.4
2,1,41,21.3,18.3,18.6
2,1,42,22.8,18.1,18.4
2,1,43,24.6,17.9,17.1
2,1,44,22.4,18.9,17.4
2,1,45,23.6,18.5,18.3
2,1,46,23,17.7,19.5
2,1,47,22.1,17.5,18.5
2,1,48,23.5,17.2,18.9
2,1,49,21.3,15.5,17.5
2,1,50,20.8,16.3,19.3
2,1,51,14.4,6,17.1
2,1,52,16.8,15.5,25.9
2,1,53,19,15.1,24.5
2,1,54,21.2,14.7,24.3
2,1,55,20,14.3,22.6
2,1,56,19.7,15,27.1
2,1,57,21.8,14.7,24.2
2,1,58,23.3,14.4,25.9
2,1,59,23.1,,25
2,1,60,18.7,,6
2,1,61,10.7,11.6,12.3
2,1,62,19.8,16.1,13.4
2,1,63,15.8,18,15.7
2,1,64,21.8,17.4,16.5
2,1,65,21.5,16.8,16.5
2,1,66,22.1,17.1,17
2,1,67,20,20.1,16
2,1,68,22.2,17.2,15.6
2,1,69,20.3,16.8,15.1
2,1,70,22,15.8,16.2
2,1,71,21.4,18.4,17.1
2,1,72,22.2,15.9,15.2
2,1,73,21.2,18,16.1
2,1,74,21.5,17.3,16.7
2,1,75,21.2,14.1,15.8
2,1,76,21.7,17.3,12.7
2,1,77,14.7,11.5,13.5
2,1,78,18,17,14.5
2,1,79,16.7,17,14.9
2,1,80,19.3,16.5,15.1
2,1,81,19.7,16.6,14.3
2,1,82,21,14.8,14.1
2,1,83,20.3,15.9,10.5
2,1,84,12.5,15.6,14.3
2,1,85,19.4,16.1,14.2
2,1,86,20.9,15.3,14.9
2,1,87,21.3,15.3,13.7
2,1,88,17.4,16.1,14.6
2,1,89,21,15.4,11.8
2,1,90,11.7,10.7,12.6
2,1,91,20.1,14.9,13.4
2,1,92,20,14.8,14.9
2,1,93,19.3,16.6,14.8
2,1,94,20.1,14.3,15.5
2,1,95,19.7,17.5,12.3
2,1,96,20.6,16.2,11.6
2,1,97,18.6,17,13.3
2,1,98,19.7,16.7,14.7
2,1,99,20,15.7,14.1
2,1,100,21.7,16.3,14.4
2,1,101,18.7,14.5,13.8
2,1,102,20.9,15.7,15.5
2,1,103,19.9,14.7,17.1
2,1,104,20.3,13,10.5
2,1,105,14.8,15.4,13.9
2,1,106,21.2,16.5,12.9
2,1,107,19.6,15.2,12.1
2,1,108,21.7,15.2,16.2
2,1,109,20.5,17.3,13.8
2,1,110,21.3,14.3,15.4
2,1,111,16.6,12.2,13.8
2,1,112,22.9,15.8,13.4
2,1,113,21,17,12.7
2,1,114,21.4,15.9,12.9
2,1,115,21.4,14,14.6
2,1,116,20.7,15.7,14.7
2,1,117,22.4,15.7,8.2
2,1,118,12.7,13.4,11.8
2,1,119,20.8,14.3,13.5
2,1,120,20.6,15.9,14.8
2,1,121,21,15,14.5
2,1,122,22.1,14.4,16.1
2,1,123,22.1,14.7,14.1
2,1,124,19.9,15.4,13.8
2,1,125,20.7,17.4,14.6
2,1,126,21.2,16.5,12.5
2,1,127,20,14.8,12.8
2,1,128,23.7,14.9,16.3
2,1,129,21.1,15.1,16.2
2,1,130,21.3,15.7,14.9
2,1,131,20.5,13.7,12.9
2,1,132,17.9,16.4,12
2,1,133,19.7,13.5,14.5
2,1,134,20.7,15.7,13.7
2,1,135,21.2,14.4,15.7
2,1,136,21.7,15,14.6
2,1,137,21.9,15.2,16.3
2,1,138,19.3,7.7,9.1
2,1,139,16.7,14.8,14.1
2,1,140,21.2,13.8,14.8
2,1,141,19.9,13.8,13.8
2,1,142,22.6,14.7,13.8
2,1,143,22,15.5,13.3
2,1,144,21.6,15.8,10.7
2,1,145,15,13.7,13.1
2,1,146,20,14.3,15.4
2,1,147,19.7,13.2,4.6
2,1,148,14.8,11.5,12.3
2,1,149,19.6,14.7,11.9
2,1,150,21.3,14.2,13.3
2,1,151,21.3,13.7,15.2
2,1,152,20.9,15.5,12.2
2,1,153,20.6,12.8,15.4
2,1,154,20.6,14.1,12.1
2,1,155,21.2,14.7,12.5
2,1,156,20.8,14.5,12.2
2,1,157,20.7,13.9,13.4
2,1,158,19.3,14.7,14.6
2,1,159,20.6,14.1,13.4
2,1,160,19.4,14.6,12
2,1,161,20.1,13.2,14.5
2,1,162,20.1,14.6,12.3
2,1,163,20.1,13.2,13.2
2,1,164,19.3,14.8,16.9
2,1,165,18.1,15.4,13.2
2,1,166,20.3,13.5,13.2
2,1,167,19.5,15.1,11.7
2,1,168,21.1,14.3,12.7
2,1,169,20.1,15.7,10.4
2,1,170,19.3,14.4,13
2,1,171,20.2,8.2,8.1
2,1,172,17.7,13.3,10.5
2,1,173,19.2,13.5,10.3
2,1,174,19.6,14.8,13.8
2,1,175,14,8.5,9.8
2,1,176,18.3,13.7,13.9
2,1,177,19.2,14.9,13.5
2,1,178,19.1,13.6,13.1
2,1,179,19.2,12.4,14.1
2,1,180,17,14.9,13.1
2,1,181,18.3,12.9,13.1
2,1,182,18.3,11.5,12.9
2,1,183,17.9,12.3,12.9
2,1,184,18.7,14.6,13.5
2,1,185,20.8,13.4,11.5
2,1,186,18.1,13.4,13.5
2,1,187,12.6,10,11.1
2,1,188,17.3,13.9,13
2,1,189,18.9,13.7,14
2,1,190,17,12.4,10.4
2,1,191,17.7,13.7,10.5
2,1,192,17.1,12.9,11.8
2,1,193,17.5,12.9,12.4
2,1,194,18.4,15.4,11.8
2,1,195,18.6,13.8,13.8
2,1,196,16.8,13.5,13.9
2,1,197,18.7,13.3,13
2,1,198,20.3,13.8,12.6
2,1,199,20,13.4,14.7
2,1,200,18.7,13.5,11.2
2,1,201,15.7,13.1,12.9
2,1,202,18.3,13.5,14
2,1,203,18.7,13.5,12.9
2,1,204,17.7,13,9.7
2,1,205,13.2,12.6,14.1
2,1,206,17.5,13.2,13.9
2,1,207,18.7,12.9,11
2,1,208,17.1,13,13.5
2,1,209,18,11.5,13.3
2,1,210,18.8,12.3,13.9
2,1,211,15.5,8.2,9.2
2,1,212,16.7,12.1,12.5
2,1,213,17.4,12.8,13
2,1,214,16.3,13,12
2,1,215,18.4,11.5,11.5
2,1,216,17,13.2,12.4
2,1,217,17.4,12,11.7
2,1,218,18.1,11.8,9.5
2,1,219,15.6,12.3,8.6
2,1,220,17.7,12.7,13
2,1,221,16.6,12.3,12.6
2,1,222,17.9,12.6,14.6
2,1,223,14.6,12.1,11.7
2,1,224,17.7,13.2,12.6
2,1,225,17.5,12.1,13.3
2,1,226,16.7,12.5,12.2
2,1,227,17.5,11.4,12.9
2,1,228,16,10.8,13
2,1,229,16.3,13.4,10.6
2,1,230,16.4,9.7,13.4
2,1,231,16.8,11.2,12.6
2,1,232,17.9,11.2,12.6
2,1,233,15.4,12.6,11.9
2,1,234,18.3,10.4,13.9
2,1,235,16.4,13.3,9.7
2,1,236,16.8,12.2,12.9
2,1,237,16.6,8.6,7.6
2,1,238,14.1,12.5,11.4
2,1,239,15.1,10.2,10.5
2,1,240,15.4,10.6,11.1
2,1,241,17,11.3,11.1
2,1,242,16.6,10.4,8.4
2,1,243,17.2,10.9,10.9
2,1,244,16.3,10.8,10.9
2,1,245,15.3,12.3,12
2,1,246,16.5,10.8,11.6
2,1,247,16.2,10.2,12.3
2,1,248,17.2,7.1,13.2
2,1,249,15.5,10.6,11.3
2,1,250,15.1,10.4,9.7
2,1,251,15.7,10.7,12.5
2,1,252,17.9,9.7,11.8
2,1,253,17.4,9.4,9.5
2,1,254,16.1,9.7,10.6
2,1,255,16.6,11.1,12.3
2,1,256,16.3,9.6,9.4
2,1,257,15.4,12.1,11.5
2,1,258,16,11.2,11.8
2,1,259,16.4,11.5,10.2
2,1,260,15.7,8,10
2,1,261,14.9,10,9.4
2,1,262,17,9.6,11.7
2,1,263,16.1,9.6,10.6
2,1,264,15.3,9.3,9.3
2,1,265,16.4,10.4,9.6
2,1,266,17.8,8.9,8.2
2,1,267,14.3,11.7,9.4
2,1,268,15,10.3,14
2,1,269,10.6,12.1,8.1
2,1,270,16,9.2,7.8
2,1,271,14.9,9.6,10.4
2,1,272,14.9,9.5,8.4
2,1,273,16,9.3,9.1
2,1,274,15.5,9.2,10.2
2,1,275,16,7.9,8.5
2,1,276,15,8.2,10.2
2,1,277,13.8,9.2,8.5
2,1,278,15,8.6,8.1
2,1,279,15,8.8,7.7
2,1,280,16.1,9.8,8.8
2,1,281,14.3,11.7,7.8
2,1,282,16,9.5,8.4
2,1,283,12.2,10.7,7
2,1,284,15.3,7.1,8.4
2,1,285,14.4,9.5,6.7
2,1,286,15.3,7.4,7.6
2,1,287,11.9,8.3,10
2,1,288,13.2,9,8
2,1,289,13,9.6,6.6
2,1,290,11.6,8.8,7.7
2,1,291,13.1,8,8
2,1,292,12,10,9.5
2,1,293,11.4,7.8,8.4
2,1,294,14,8.8,6.6
2,1,295,12.5,8.8,7.5
2,1,296,11.6,7,7.5
2,1,297,11.7,7.3,8.2
2,1,298,11,4.5,0.9
2,1,299,4.8,2.5,1.4
2,1,300,3,3.7,3.1
2,1,301,7.9,3.5,5.7
2,1,302,8.4,7,4.9
3,1,6,,,12.1
3,1,7,14.3,10.5,12.4
3,1,8,10.7,5.4,19
3,1,9,15.4,11.7,10.1
3,1,10,16,10.2,12.1
3,1,11,15.9,13.1,11.1
3,1,12,17.5,12.7,10.9
3,1,13,13.9,15.3,8.9
3,1,14,18.5,13.1,13.8
3,1,15,17.8,14.7,12.4
3,1,16,18.8,12.8,11.1
3,1,17,19.9,15.1,8.3
3,1,18,19.3,15.3,10.9
3,1,19,16.8,14.7,13.6
3,1,20,20.5,14.2,16.4
3,1,21,19.8,14.3,12.3
3,1,22,19,14.2,16.2
3,1,23,19.1,15.3,14.2
3,1,24,19.9,13.2,13.1
3,1,25,19.3,16.7,15.1
3,1,26,21.8,13.9,18.2
3,1,27,20.1,15.7,15.4
3,1,28,22.6,14.9,16.1
3,1,29,21,17.4,15.4
3,1,30,18.7,15.4,16.2
3,1,31,17.3,15.3,19.8
3,1,32,19.9,15.8,17
3,1,33,19,16.5,16.6
3,1,34,21.9,17.8,16.2
3,1,35,19.4,14.7,7.5
3,1,36,19.9,16.6,16.6
3,1,37,14.6,16.2,18.6
3,1,38,18.8,18.9,16
3,1,39,16,15.2,15.8
3,1,40,19.5,20.5,17.4
3,1,41,21.7,18.2,17
3,1,42,18.6,15.5,17.1
3,1,43,21.8,18.3,17
3,1,44,24.8,17.4,19
3,1,45,19.8,17.7,17.6
3,1,46,22.7,17.8,16.5
3,1,47,21.4,19.2,17.6
3,1,48,21.5,16.5,14.7
3,1,49,21.2,17.9,17.1
3,1,50,20.9,19.1,13.8
3,1,51,21.5,18.7,17.7
3,1,52,23.4,,16.4
3,1,53,24.3,18.7,17.4
3,1,54,21.4,20.8,18.2
3,1,55,20.8,17.9,16
3,1,56,19.7,19.6,16.6
3,1,57,22.3,19.4,16.2
3,1,58,21,19.8,13.6
3,1,59,23.9,18.5,16.8
3,1,60,19.7,17.7,15.6
3,1,61,20.6,19.3,10.5
3,1,62,18.1,21.6,17.1
3,1,63,21.2,17.5,18
3,1,64,21.5,18,13.4
3,1,65,20.8,17.1,17.1
3,1,66,20.7,15.5,17.3
3,1,67,20.4,20.2,13.6
3,1,68,17.1,13.3,15.3
3,1,69,20,18.9,17.4
3,1,70,20.2,18.2,16.6
3,1,71,22.9,17.3,13.7
3,1,72,20.3,17.2,17.3
3,1,73,26.3,15.7,17.2
3,1,74,21.6,15.5,15.9
3,1,75,24.5,15.2,11.8
3,1,76,20.5,20.6,16.2
3,1,77,22.2,16.9,14.8
3,1,78,23.1,19.1,16.7
3,1,79,18.8,17.9,17.3
3,1,80,23.4,16.4,17.7
3,1,81,21.9,17.3,15.8
3,1,82,19.6,18.3,17.8
3,1,83,21.4,15.2,17
3,1,84,21.1,17.2,14.9
3,1,85,25.1,16,15.8
3,1,86,21.1,17.4,15.7
3,1,87,18.6,18.3,13.3
3,1,88,19.4,19.2,17.5
3,1,89,20.5,19.1,17.7
3,1,90,21.3,20.6,16.7
3,1,91,17.1,18.2,16.9
3,1,92,21.9,9.4,15.3
3,1,93,24.6,16.2,15.8
3,1,94,22.4,19.2,15.7
3,1,95,22.7,17.1,16.5
3,1,96,26.4,16.6,14.6
3,1,97,17.6,18.6,19.1
3,1,98,22.1,19.1,15.7
3,1,99,24.4,15.1,17.7
3,1,100,20.1,16.3,16.4
3,1,101,21.9,6.5,18.5
3,1,102,20.7,17.1,15.1
3,1,103,20,17.5,15.5
3,1,104,23.5,19.3,15.6
3,1,105,22.1,19.4,17.9
3,1,106,17.9,17.2,16.2
3,1,107,21.8,17.5,14.9
3,1,108,20,20.2,16.2
3,1,109,21.9,16.9,15
3,1,110,23,15,19.4
3,1,111,22.2,15.9,14.1
3,1,112,20.5,16.2,16.2
3,1,113,19.2,16.2,17
3,1,114,20,18.7,13.2
3,1,115,21.5,16.6,17.4
3,1,116,20.4,17.4,14.5
3,1,117,24.1,16.6,13.9
3,1,118,21.9,18.2,13.9
3,1,119,19.4,16,15.2
3,1,120,20.6,15.5,13.8
3,1,121,21.4,14.1,18
3,1,122,18.7,16.7,13.4
3,1,123,20,15.7,13.8
3,1,124,18.8,16.7,15.2
3,1,125,23.3,15.6,14.8
3,1,126,18.2,16.8,11.8
3,1,127,17.4,15.5,14.8
3,1,128,19.8,12.7,14.6
3,1,129,16.7,15.7,13.9
3,1,130,17.5,13,15.3
3,1,131,19.4,13.3,12.8
3,1,132,19.8,16.8,14
3,1,133,17.9,15,12.5
3,1,134,17.9,14.3,14.2
3,1,135,16.5,18.3,14.2
3,1,136,17.4,15.2,13.7
3,1,137,19.1,14.3,13.8
3,1,138,18.2,14.8,11.5
3,1,139,14.7,16,14.9
3,1,140,14.5,17.9,11.8
3,1,141,17.1,16.6,13.2
3,1,142,17.2,17.1,13.7
3,1,143,17.9,16,13.7
3,1,144,15.4,15.7,13.7
3,1,145,14.8,16.6,13.2
3,1,146,20.6,14.9,11.5
3,1,147,14.9,13.9,13
3,1,148,16.8,13.9,13.1
3,1,149,17,13.2,12.3
3,1,150,18.9,14,14.8
3,1,151,12.8,14.6,12.4
3,1,152,16,15.1,12.9
3,1,153,14.7,16.3,11.4
3,1,154,15.9,14.4,13
3,1,155,13.8,16.1,11.9
3,1,156,15.9,14.7,13.2
3,1,157,19.4,14.6,12.8
3,1,158,15.5,14.1,12.5
3,1,159,17.6,10.5,12.5
3,1,160,18,13.5,13.1
3,1,161,14.8,15,12.1
3,1,162,16.7,12.2,11.3
3,1,163,15.7,12.9,10.6
3,1,164,13.7,13.3,10.9
3,1,165,15.2,11.7,13
3,1,166,14.9,11.5,12.5
3,1,167,14.6,12.5,13.7
3,1,168,15.9,8.5,13.1
3,1,169,14.9,14.3,7.9
3,1,170,14.4,13.6,11.7
3,1,171,13.2,15.3,12
3,1,172,13.5,11.8,14.3
3,1,173,12,14.8,10.4
3,1,174,16.5,13.5,14.1
3,1,175,16.2,14.2,12
3,1,176,14.7,13.9,13.4
3,1,177,15.7,14.2,11.9
3,1,178,15.7,15.1,10.4
3,1,179,16,11.8,6.9
3,1,180,16.6,12.8,12.5
3,1,181,17.9,13.7,10.5
3,1,182,16.9,13.7,11.1
3,1,183,16.4,13.2,12.6
3,1,184,16.4,13.5,10.8
3,1,185,16.5,13.4,10.7
3,1,186,17.6,13.5,11
3,1,187,14.9,11.5,12.1
3,1,188,14.1,13.7,12.2
3,1,189,15.9,13.2,12.9
3,1,190,15.7,12.6,12.5
3,1,191,16.2,10.8,11.7
3,1,192,16.9,11.6,10.5
3,1,193,13.4,12.4,11.8
3,1,194,15.8,11,12.5
3,1,195,15.4,12.2,11.2
3,1,196,17.5,11.3,13.1
3,1,197,14.5,11.7,10.4
3,1,198,16.8,12.9,12.7
3,1,199,16.2,12.7,12.4
3,1,200,15.5,13.9,11.9
3,1,201,14.2,12.5,13
3,1,202,19.5,11.6,13.8
3,1,203,15,12.4,7.5
3,1,204,16,12.5,14.3
3,1,205,15.8,11.9,13
3,1,206,13.8,12.4,13.5
3,1,207,13.6,12.5,12.4
3,1,208,15.4,12.2,11.6
3,1,209,15.6,11.5,12.3
3,1,210,13.8,11.3,12.6
