ID,Parity,DIM,milk
1,1,286,21.3
1,1,287,21.5
1,1,288,22.2
1,1,289,20.8
1,1,290,21.5
1,1,291,20.4
1,1,292,21.2
1,1,293,20.6
1,1,294,22.5
1,1,295,18.9
1,1,296,21.2
1,1,297,21.3
1,1,298,20.8
1,1,299,21.6
1,1,300,19
1,1,301,21.2
1,1,302,19.6
1,1,303,22.2
1,1,304,20.3
1,1,305,21.3
2,1,3,7.9
2,1,4,32.8
2,1,5,40.5
2,1,6,40.8
2,1,7,39.1
2,1,8,43.3
2,1,9,42.3
2,1,10,44
2,1,11,46.2
2,1,12,46.4
2,1,13,47.7
2,1,14,47.4
2,1,15,49
2,1,16,52.5
2,1,17,49.5
2,1,18,54.3
2,1,19,54.4
2,1,20,52.5
2,1,21,53.1
2,1,22,50.8
2,1,23,38.8
2,1,24,52.3
2,1,25,54.2
2,1,26,54.6
2,1,27,55
2,1,28,56.2
2,1,29,54.3
2,1,30,52.8
2,1,31,53.4
2,1,32,56.6
2,1,33,54.8
2,1,34,54.6
2,1,35,56.8
2,1,36,58.2
2,1,37,57.4
2,1,38,58
2,1,39,56.5
2,1,40,61.6
2,1,41,58.2
2,1,42,59.3
2,1,43,59.6
2,1,44,58.7
2,1,45,60.4
2,1,46,60.2
2,1,47,58.1
2,1,48,59.6
2,1,49,54.3
2,1,50,56.4
2,1,51,37.5
2,1,52,58.2
2,1,53,58.6
2,1,54,60.2
2,1,55,56.9
2,1,56,61.8
2,1,57,60.7
2,1,58,63.6
2,1,59,48.1
2,1,60,24.7
2,1,61,34.6
2,1,62,49.3
2,1,63,49.5
2,1,64,55.7
2,1,65,54.8
2,1,66,56.2
2,1,67,56.1
2,1,68,55
2,1,69,52.2
2,1,70,54
2,1,71,56.9
2,1,72,53.3
2,1,73,55.3
2,1,74,55.5
2,1,75,51.1
2,1,76,51.7
2,1,77,39.7
2,1,78,49.5
2,1,79,48.6
2,1,80,50.9
2,1,81,50.6
2,1,82,49.9
2,1,83,46.7
2,1,84,42.4
2,1,85,49.7
2,1,86,51.1
2,1,87,50.3
2,1,88,48.1
2,1,89,48.2
2,1,90,35
2,1,91,48.4
2,1,92,49.7
2,1,93,50.7
2,1,94,49.9
2,1,95,49.5
2,1,96,48.4
2,1,97,48.9
2,1,98,51.1
2,1,99,49.8
2,1,100,52.4
2,1,101,47
2,1,102,52.1
2,1,103,51.7
2,1,104,43.8
2,1,105,44.1
2,1,106,50.6
2,1,107,46.9
2,1,108,53.1
2,1,109,51.6
2,1,110,51
2,1,111,42.6
2,1,112,52.1
2,1,113,50.7
2,1,114,50.2
2,1,115,50
2,1,116,51.1
2,1,117,46.3
2,1,118,37.9
2,1,119,48.6
2,1,120,51.3
2,1,121,50.5
2,1,122,52.6
2,1,123,50.9
2,1,124,49.1
2,1,125,52.7
2,1,126,50.2
2,1,127,47.6
2,1,128,54.9
2,1,129,52.4
2,1,130,51.9
2,1,131,47.1
2,1,132,46.3
2,1,133,47.7
2,1,134,50.1
2,1,135,51.3
2,1,136,51.3
2,1,137,53.4
2,1,138,36.1
2,1,139,45.6
2,1,140,49.8
2,1,141,47.5
2,1,142,51.1
2,1,143,50.8
2,1,144,48.1
2,1,145,41.8
2,1,146,49.7
2,1,147,37.5
2,1,148,38.6
2,1,149,46.2
2,1,150,48.8
2,1,151,50.2
2,1,152,48.6
2,1,153,48.8
2,1,154,46.8
2,1,155,48.4
2,1,156,47.5
2,1,157,48
2,1,158,48.6
2,1,159,48.1
2,1,160,46
2,1,161,47.8
2,1,162,47
2,1,163,46.5
2,1,164,51
2,1,165,46.7
2,1,166,47
2,1,167,46.3
2,1,168,48.1
2,1,169,46.2
2,1,170,46.7
2,1,171,36.5
2,1,172,41.5
2,1,173,43
2,1,174,48.2
2,1,175,32.3
2,1,176,45.9
2,1,177,47.6
2,1,178,45.8
2,1,179,45.7
2,1,180,45
2,1,181,44.3
2,1,182,42.7
2,1,183,43.1
2,1,184,46.8
2,1,185,45.7
2,1,186,45
2,1,187,33.7
2,1,188,44.2
2,1,189,46.6
2,1,190,39.8
2,1,191,41.9
2,1,192,41.8
2,1,193,42.8
2,1,194,45.6
2,1,195,46.2
2,1,196,44.2
2,1,197,45
2,1,198,46.7
2,1,199,48.1
2,1,200,43.4
2,1,201,41.7
2,1,202,45.8
2,1,203,45.1
2,1,204,40.4
2,1,205,39.9
2,1,206,44.6
2,1,207,42.6
2,1,208,43.6
2,1,209,42.8
2,1,210,45
2,1,211,32.9
2,1,212,41.3
2,1,213,43.2
2,1,214,41.3
2,1,215,41.4
2,1,216,42.6
2,1,217,41.1
2,1,218,39.4
2,1,219,36.5
2,1,220,43.4
2,1,221,41.5
2,1,222,45.1
2,1,223,38.4
2,1,224,43.5
2,1,225,42.9
2,1,226,41.4
2,1,227,41.8
2,1,228,39.8
2,1,229,40.3
2,1,230,39.5
2,1,231,40.6
2,1,232,41.7
2,1,233,39.9
2,1,234,42.6
2,1,235,39.4
2,1,236,41.9
2,1,237,32.8
2,1,238,38
2,1,239,35.8
2,1,240,37.1
2,1,241,39.4
2,1,242,35.4
2,1,243,39
2,1,244,38
2,1,245,39.6
2,1,246,38.9
2,1,247,38.7
2,1,248,37.5
2,1,249,37.4
2,1,250,35.2
2,1,251,38.9
2,1,252,39.4
2,1,253,36.3
2,1,254,36.4
2,1,255,40
2,1,256,35.3
2,1,257,39
2,1,258,39
2,1,259,38.1
2,1,260,33.7
2,1,261,34.3
2,1,262,38.3
2,1,263,36.3
2,1,264,33.9
2,1,265,36.4
2,1,266,34.9
2,1,267,35.4
2,1,268,39.3
2,1,269,30.8
2,1,270,33
2,1,271,34.9
2,1,272,32.8
2,1,273,34.4
2,1,274,34.9
2,1,275,32.4
2,1,276,33.4
2,1,277,31.5
2,1,278,31.7
2,1,279,31.5
2,1,280,34.7
2,1,281,33.8
2,1,282,33.9
2,1,283,29.9
2,1,284,30.8
2,1,285,30.6
2,1,286,30.3
2,1,287,30.2
2,1,288,30.2
2,1,289,29.2
2,1,290,28.1
2,1,291,29.1
2,1,292,31.5
2,1,293,27.6
2,1,294,29.4
2,1,295,28.8
2,1,296,26.1
2,1,297,27.2
2,1,298,16.4
2,1,299,8.7
2,1,300,9.8
2,1,301,17.1
2,1,302,20.3
3,1,6,12.1
3,1,7,37.2
3,1,8,35.1
3,1,9,37.2
3,1,10,38.3
3,1,11,40.1
3,1,12,41.1
3,1,13,38.1
3,1,14,45.4
3,1,15,44.9
3,1,16,42.7
3,1,17,43.3
3,1,18,45.5
3,1,19,45.1
3,1,20,51.1
3,1,21,46.4
3,1,22,49.4
3,1,23,48.6
3,1,24,46.2
3,1,25,51.1
3,1,26,53.9
3,1,27,51.2
3,1,28,53.6
3,1,29,53.8
3,1,30,50.3
3,1,31,52.4
3,1,32,52.7
3,1,33,52.1
3,1,34,55.9
3,1,35,41.6
3,1,36,53.1
3,1,37,49.4
3,1,38,53.7
3,1,39,47
3,1,40,57.4
3,1,41,56.9
3,1,42,51.2
3,1,43,57.1
3,1,44,61.2
3,1,45,55.1
3,1,46,57
3,1,47,58.2
3,1,48,52.7
3,1,49,56.2
3,1,50,53.8
3,1,51,57.9
3,1,52,39.8
3,1,53,60.4
3,1,54,60.4
3,1,55,54.7
3,1,56,55.9
3,1,57,57.9
3,1,58,54.4
3,1,59,59.2
3,1,60,53
3,1,61,50.4
3,1,62,56.8
3,1,63,56.7
3,1,64,52.9
3,1,65,55
3,1,66,53.5
3,1,67,54.2
3,1,68,45.7
3,1,69,56.3
3,1,70,55
3,1,71,53.9
3,1,72,54.8
3,1,73,59.2
3,1,74,53
3,1,75,51.5
3,1,76,57.3
3,1,77,53.9
3,1,78,58.9
3,1,79,54
3,1,80,57.5
3,1,81,55
3,1,82,55.7
3,1,83,53.6
3,1,84,53.2
3,1,85,56.9
3,1,86,54.2
3,1,87,50.2
3,1,88,56.1
3,1,89,57.3
3,1,90,58.6
3,1,91,52.2
3,1,92,46.6
3,1,93,56.6
3,1,94,57.3
3,1,95,56.3
3,1,96,57.6
3,1,97,55.3
3,1,98,56.9
3,1,99,57.2
3,1,100,52.8
3,1,101,46.9
3,1,102,52.9
3,1,103,53
3,1,104,58.4
3,1,105,59.4
3,1,106,51.3
3,1,107,54.2
3,1,108,56.4
3,1,109,53.8
3,1,110,57.4
3,1,111,52.2
3,1,112,52.9
3,1,113,52.4
3,1,114,51.9
3,1,115,55.5
3,1,116,52.3
3,1,117,54.6
3,1,118,54
3,1,119,50.6
3,1,120,49.9
3,1,121,53.5
3,1,122,48.8
3,1,123,49.5
3,1,124,50.7
3,1,125,53.7
3,1,126,46.8
3,1,127,47.7
3,1,128,47.1
3,1,129,46.3
3,1,130,45.8
3,1,131,45.5
3,1,132,50.6
3,1,133,45.4
3,1,134,46.4
3,1,135,49
3,1,136,46.3
3,1,137,47.2
3,1,138,44.5
3,1,139,45.6
3,1,140,44.2
3,1,141,46.9
3,1,142,48
3,1,143,47.6
3,1,144,44.8
3,1,145,44.6
3,1,146,47
3,1,147,41.8
3,1,148,43.8
3,1,149,42.5
3,1,150,47.7
3,1,151,39.8
3,1,152,44
3,1,153,42.4
3,1,154,43.3
3,1,155,41.8
3,1,156,43.8
3,1,157,46.8
3,1,158,42.1
3,1,159,40.6
3,1,160,44.6
3,1,161,41.9
3,1,162,40.2
3,1,163,39.2
3,1,164,37.9
3,1,165,39.9
3,1,166,38.9
3,1,167,40.8
3,1,168,37.5
3,1,169,37.1
3,1,170,39.7
3,1,171,40.5
3,1,172,39.6
3,1,173,37.2
3,1,174,44.1
3,1,175,42.4
3,1,176,42
3,1,177,41.8
3,1,178,41.2
3,1,179,34.7
3,1,180,41.9
3,1,181,42.1
3,1,182,41.7
3,1,183,42.2
3,1,184,40.7
3,1,185,40.6
3,1,186,42.1
3,1,187,38.5
3,1,188,40
3,1,189,42
3,1,190,40.8
3,1,191,38.7
3,1,192,39
3,1,193,37.6
3,1,194,39.3
3,1,195,38.8
3,1,196,41.9
3,1,197,36.6
3,1,198,42.4
3,1,199,41.3
3,1,200,41.3
3,1,201,39.7
3,1,202,44.9
3,1,203,34.9
3,1,204,42.8
3,1,205,40.7
3,1,206,39.7
3,1,207,38.5
3,1,208,39.2
3,1,209,39.4
3,1,210,37.7
3,1,211,41.3
3,1,212,41.8
3,1,213,37.3
3,1,214,42.1
3,1,215,34.1
3,1,216,38.8
3,1,217,39
3,1,218,40.3
3,1,219,39.7
3,1,220,39.7
3,1,221,34.9
3,1,222,38.4
3,1,223,38.1
3,1,224,33.2
3,1,225,36
3,1,226,37.4
3,1,227,39
3,1,228,37.5
3,1,229,37.9
3,1,230,35.6
3,1,231,37.4
3,1,232,34.6
3,1,233,29.7
3,1,234,32.4
3,1,235,30.9
3,1,236,31.9
3,1,237,36.1
3,1,238,34.4
3,1,239,33.2
3,1,240,31.7
3,1,241,34.6
3,1,242,35.7
3,1,243,34.2
3,1,244,36.2
3,1,245,32.8
3,1,246,33.5
3,1,247,34.4
3,1,248,33.9
3,1,249,33.3
3,1,250,34.9
3,1,251,36.1
3,1,252,35.9
3,1,253,28.3
3,1,254,32.5
3,1,255,32.1
3,1,256,29.4
3,1,257,17
3,1,258,33.1
3,1,259,30.9
3,1,260,32.4
3,1,261,34
3,1,262,30.6
3,1,263,30.4
3,1,264,29.4
3,1,265,31.7
3,1,266,29.6
3,1,267,30
3,1,268,28.4
3,1,269,28.5
3,1,270,23.4
3,1,271,28.1
3,1,272,26.9
3,1,273,29
3,1,274,28.9
3,1,275,26.6
3,1,276,26.5
3,1,277,29.3
3,1,278,26.4
3,1,279,27.8
3,1,280,24.9
3,1,281,26.5
3,1,282,23.1
3,1,283,26.1
3,1,284,26.3
3,1,285,22
3,1,286,14
3,1,287,13.1
3,1,288,16
3,1,289,15.1
3,1,290,16.9
3,1,291,18.5
3,1,292,13.9
3,1,293,16.4
3,1,294,16.1
3,1,295,15.4
3,1,296,14
3,1,297,15.5
3,1,298,14.6
3,1,299,13.5
3,1,300,12.9
3,1,301,13.6
3,1,302,14.4
3,1,303,12.1
3,1,304,12.9
3,1,305,13.1
4,5,6,7.2
4,5,7,31.3
4,5,8,32.1
4,5,9,27.6
4,5,10,31.3
4,5,11,34.5
4,5,12,32.8
4,5,13,36.4
4,5,14,35.2
4,5,15,37.1
4,5,16,33.8
4,5,17,33.5
4,5,18,33.6
4,5,19,32.8
4,5,20,32.9
4,5,21,29.1
4,5,22,35.3
4,5,23,33
4,5,24,28.4
4,5,25,32.6
4,5,26,32.4
4,5,27,32.3
4,5,28,35.2
4,5,29,38.6
4,5,30,35.1
4,5,31,35.1
4,5,32,35.1
4,5,33,38.7
4,5,34,36
4,5,35,37.2
4,5,36,34.6
4,5,37,33.6
4,5,38,34.6
4,5,39,31.4
4,5,40,30.2
4,5,41,28.1
4,5,42,31.8
4,5,43,31.9
4,5,44,33.6
4,5,45,28.8
4,5,46,32.8
4,5,47,28.1
4,5,48,28.1
4,5,49,27.9
4,5,50,32.8
4,5,51,28.9
4,5,52,30.3
4,5,53,38.5
4,5,54,32.2
4,5,55,32
4,5,56,42.2
4,5,57,31.5
4,5,58,32.2
4,5,59,32.4
4,5,60,29.8
4,5,61,29.7
4,5,62,30.5
4,5,63,34.1
4,5,64,35.4
4,5,65,34.8
4,5,66,38.8
4,5,67,32.7
4,5,68,33.6
4,5,69,32
4,5,70,33.8
4,5,71,36.4
4,5,72,33.3
4,5,73,34.8
4,5,74,32.6
4,5,75,33.6
4,5,76,32.4
4,5,77,32.3
4,5,78,33.7
4,5,79,33.5
4,5,80,32.2
4,5,81,34
4,5,82,35.7
4,5,83,34.3
4,5,84,33.3
4,5,85,32.7
4,5,86,36.1
4,5,87,30.1
4,5,88,33.4
4,5,89,33.9
4,5,90,33.9
4,5,91,34.8
4,5,92,31.4
4,5,93,32.6
4,5,94,33.5
4,5,95,33.4
4,5,96,31
4,5,97,30.6
4,5,98,30.2
4,5,99,37.2
4,5,100,33.6
4,5,101,31.7
4,5,102,29.7
4,5,103,29.2
4,5,104,29.2
4,5,105,30.9
4,5,106,30.6
4,5,107,30.8
4,5,108,30.8
4,5,109,30.9
4,5,110,28.6
4,5,111,29.9
4,5,112,28.9
4,5,113,30.2
4,5,114,30.2
4,5,115,31.1
4,5,116,30.4
4,5,117,24.5
4,5,118,34.5
4,5,119,30.5
4,5,120,32.9
4,5,121,30.2
4,5,122,31.9
4,5,123,30.4
4,5,124,27.3
4,5,125,29.7
4,5,126,29.7
4,5,127,32.9
4,5,128,31.4
4,5,129,32.8
4,5,130,30.1
4,5,131,30.6
4,5,132,33.7
4,5,133,25.3
4,5,134,28.1
4,5,135,30.1
4,5,136,31.1
4,5,137,31.6
4,5,138,31.9
4,5,139,30.7
4,5,140,29.8
4,5,141,30.8
4,5,142,29.8
4,5,143,27.6
4,5,144,26.2
4,5,145,29
4,5,146,31.8
4,5,147,30.3
4,5,148,31.4
4,5,149,35.2
4,5,150,30.3
4,5,151,30.6
4,5,152,29.8
4,5,153,35.6
4,5,154,29.3
4,5,155,32.3
4,5,156,28.1
4,5,157,27.5
4,5,158,28.6
4,5,159,28.8
4,5,160,30.7
4,5,161,28.1
4,5,162,28
4,5,163,30.5
4,5,164,27.7
4,5,165,31.2
4,5,166,29.5
4,5,167,29.3
4,5,168,28.8
4,5,169,31
4,5,170,30.9
4,5,171,28
4,5,172,29.1
4,5,173,30.5
4,5,174,29.2
4,5,175,27.8
4,5,176,30.1
4,5,177,30.6
4,5,178,30.5
4,5,179,28.5
4,5,180,30.3
4,5,181,30.4
4,5,182,28.6
4,5,183,28.5
4,5,184,27.9
4,5,185,31.5
4,5,186,28.8
4,5,187,29.1
4,5,188,27.5
4,5,189,32.2
4,5,190,26.4
4,5,191,31.7
4,5,192,26.6
4,5,193,30.4
4,5,194,31.6
4,5,195,30.2
4,5,196,30
4,5,197,29.1
4,5,198,27.6
4,5,199,26.2
4,5,200,29.2
4,5,201,30.2
4,5,202,28.9
4,5,203,26.5
4,5,204,25.6
4,5,205,31.7
4,5,206,30.4
4,5,207,28.2
4,5,208,28.3
4,5,209,28.5
4,5,210,34.3
4,5,211,29.2
4,5,212,29.8
4,5,213,30.8
4,5,214,30.8
4,5,215,32.3
4,5,216,27.6
4,5,217,30.2
4,5,218,31.8
4,5,219,29.6
4,5,220,28.9
4,5,221,31.1
4,5,222,29.9
4,5,223,30.7
4,5,224,30.9
4,5,225,28.3
4,5,226,33.7
4,5,227,29.8
4,5,228,30.4
4,5,229,28.4
4,5,230,30
4,5,231,30.2
4,5,232,29.5
4,5,233,29.2
4,5,234,30.2
4,5,235,27.6
4,5,236,30.1
4,5,237,24.4
4,5,238,28.2
4,5,239,29.7
4,5,240,32
4,5,241,29
4,5,242,24.4
4,5,243,32.3
4,5,244,28.5
4,5,245,28.4
4,5,246,29.7
4,5,247,25.9
4,5,248,30.1
4,5,249,28.8
4,5,250,27.5
4,5,251,28
4,5,252,27.8
4,5,253,27.8
4,5,254,29.1
4,5,255,27.4
4,5,256,27.9
4,5,257,28.9
4,5,258,26.2
4,5,259,26.7
4,5,260,26.3
4,5,261,24.4
4,5,262,26
4,5,263,20.2
4,5,264,26.2
4,5,265,28.7
4,5,266,25
4,5,267,26.9
4,5,268,24.5
4,5,269,27.3
4,5,270,28.1
4,5,271,25.1
4,5,272,28.8
4,5,273,28.4
4,5,274,29.8
4,5,275,26.8
4,5,276,26.3
4,5,277,27.9
4,5,278,26.9
4,5,279,25.7
4,5,280,26.3
4,5,281,25.1
4,5,282,20.6
4,5,283,24.7
4,5,284,27.6
4,5,285,26.1
4,5,286,26.7
4,5,287,25.1
4,5,288,29
4,5,289,27.5
4,5,290,27.7
4,5,291,27.5
4,5,292,27.2
4,5,293,26.7
4,5,294,25
4,5,295,27.8
4,5,296,27.7
4,5,297,25.3
4,5,298,26.2
4,5,299,28
4,5,300,27.7
4,5,301,25.7
4,5,302,26.3
4,5,303,27.8
4,5,304,28
4,5,305,28.1
5,4,6,7.7
5,4,7,29.7
5,4,8,28.3
5,4,9,27.8
5,4,10,31.3
5,4,11,31.8
5,4,12,32.9
5,4,13,30.6
5,4,14,36.1
5,4,15,36.3
5,4,16,34.9
5,4,17,40.5
5,4,18,44.1
5,4,19,41.4
5,4,20,48.1
5,4,21,43.3
5,4,22,48.4
5,4,23,45
5,4,24,47
5,4,25,51.5
5,4,26,50.2
5,4,27,48.5
5,4,28,47
5,4,29,49.9
5,4,30,51
5,4,31,49.5
5,4,32,50.9
5,4,33,51.8
5,4,34,52.9
5,4,35,49.6
5,4,36,55.3
5,4,37,50.7
5,4,38,51.5
5,4,39,34.8
5,4,40,50.6
5,4,41,59
5,4,42,52.6
5,4,43,52.1
5,4,44,55.8
5,4,45,57.3
5,4,46,53.8
5,4,47,55.9
5,4,48,55.7
5,4,49,58.7
5,4,50,55.6
5,4,51,62.4
5,4,52,57.6
5,4,53,56.1
5,4,54,55.1
5,4,55,56.9
5,4,56,59.1
5,4,57,56.4
5,4,58,54.7
5,4,59,58.5
5,4,60,60.1
5,4,61,62.5
5,4,62,57.1
5,4,63,59.6
5,4,64,59.7
5,4,65,57.7
5,4,66,59.4
5,4,67,59.5
5,4,68,59.7
5,4,69,61.4
5,4,70,55.8
5,4,71,60.3
5,4,72,59.5
5,4,73,38.8
5,4,74,58
5,4,75,59.6
5,4,76,56.8
5,4,77,56.3
5,4,78,59.2
5,4,79,57.9
5,4,80,37.3
5,4,81,40.8
5,4,82,40.1
5,4,83,56.1
5,4,84,56.5
5,4,85,54.8
5,4,86,57.9
5,4,87,51.5
5,4,88,51.7
5,4,89,54.1
5,4,90,54.5
5,4,91,49.7
5,4,92,50.6
5,4,93,55.1
5,4,94,50.2
5,4,95,44.8
5,4,96,52.3
5,4,97,53.1
5,4,98,51
5,4,99,47.8
5,4,100,48.6
5,4,101,52.9
5,4,102,51.2
5,4,103,60.4
5,4,104,51.7
5,4,105,51.3
5,4,106,51.4
5,4,107,58.2
5,4,108,52.7
5,4,109,53.9
5,4,110,50.9
5,4,111,56.4
5,4,112,58.3
5,4,113,58
5,4,114,54.3
5,4,115,54.5
5,4,116,55.3
5,4,117,51.6
5,4,118,57
5,4,119,54.3
5,4,120,57.4
5,4,121,54.5
5,4,122,55
5,4,123,56.5
5,4,124,55.5
5,4,125,54.6
5,4,126,56.7
5,4,127,55.8
5,4,128,58.2
5,4,129,56.6
5,4,130,57.3
5,4,131,54.2
5,4,132,56.9
5,4,133,54.6
5,4,134,55.9
5,4,135,56.1
5,4,136,56
5,4,137,50.5
5,4,138,56
5,4,139,55.2
5,4,140,56.9
5,4,141,57.2
5,4,142,53.1
5,4,143,56
5,4,144,55.7
5,4,145,52.8
5,4,146,53.5
5,4,147,53.9
5,4,148,52
5,4,149,52.5
5,4,150,53.5
5,4,151,51.1
5,4,152,50.8
5,4,153,52.7
5,4,154,52.1
5,4,155,51
5,4,156,45.2
5,4,157,51
5,4,158,52
5,4,159,54
5,4,160,50.7
5,4,161,53
5,4,162,48.7
5,4,163,54.2
5,4,164,51.3
5,4,165,52.6
5,4,166,52.3
5,4,167,49.6
5,4,168,48.2
5,4,169,49.3
5,4,170,54.6
5,4,171,51.3
5,4,172,47.2
5,4,173,47.8
5,4,174,50.4
5,4,175,48.5
5,4,176,49.5
5,4,177,53
5,4,178,52.1
5,4,179,51.8
5,4,180,52.1
5,4,181,50
5,4,182,51.5
5,4,183,50.3
5,4,184,49.7
5,4,185,50.5
5,4,186,50.5
5,4,187,52.3
5,4,188,39.6
5,4,189,48.9
5,4,190,49.4
5,4,191,47.6
5,4,192,50.1
5,4,193,51.9
5,4,194,52.2
5,4,195,44.7
5,4,196,53
5,4,197,50.3
5,4,198,47
5,4,199,49
5,4,200,49
5,4,201,48.1
5,4,202,48
5,4,203,49.8
5,4,204,46.7
5,4,205,51
5,4,206,49.4
5,4,207,48.2
5,4,208,52.2
5,4,209,49.9
5,4,210,46.4
5,4,211,51
5,4,212,49.5
5,4,213,52
5,4,214,49.4
5,4,215,48.2
5,4,216,48.7
5,4,217,50.6
5,4,218,46.3
5,4,219,37.1
5,4,220,52.3
5,4,221,47.8
5,4,222,45.9
5,4,223,36.4
5,4,224,44
5,4,225,44.2
5,4,226,43.8
5,4,227,47.8
5,4,228,48.3
5,4,229,46
5,4,230,46.7
5,4,231,47.3
